"633","00724","瑞鑫國際集團","瑞鑫国际集团"
"634","00725","恆都集團","恒都集团"
"635","00726","中民築友科技","中民筑友科技"
"636","00727","皇冠環球集團","皇冠环球集团"
"637","00728","中國電信","中国电信"
"638","00729","五龍電動車","五龙电动车"
"639","00730","SHOUGANG GRAND","SHOUGANG GRAND"
"640","00731","森信紙業集團","森信纸业集团"
"641","00732","信利國際","信利国际"
"642","00733","合富輝煌","合富辉煌"
"643","00735","中國電力新能源","中国电力新能源"
"644","00736","中國置業投資","中国置业投资"
"645","00737","合和公路基建","合和公路基建"
"646","00738","萊爾斯丹","莱尔斯丹"
"647","00743","亞洲水泥（中國）","亚洲水泥（中国）"
"648","00745","中國國家文化產業","中国国家文化产业"
"649","00746","理文化工","理文化工"
"650","00747","瀋陽公用發展股份","沈阳公用发展股份"
"651","00750","興業太陽能","兴业太阳能"
"652","00751","創維數碼","创维数码"
"653","00752","PICO FAR EAST","PICO FAR EAST"
"654","00753","中國國航","中国国航"
"655","00754","合生創展集團","合生创展集团"
"656","00755","上海証大","上海证大"
"657","00756","天溢森美","天溢森美"
"658","00757","陽光能源","阳光能源"
"659","00758","JUNEFIELD GROUP","JUNEFIELD GROUP"
"660","00759","CEC INT'L HOLD","CEC INT'L HOLD"
"661","00760","新天地產集團","新天地产集团"
"662","00761","百營環球資源","百营环球资源"
"663","00762","中國聯通","中国联通"
