List of Securities,,,,,,,,,,,,,,,,,,,,
Updated as at 03/12/2019,,,,,,,,,,,,,,,,,,,,
Stock Code,Name of Securities,Category,Sub-Category,Board Lot,Par Value,ISIN,Expiry Date,Subject to Stamp Duty,Shortsell Eligible,CAS Eligible,VCM Eligible,Admitted to Stock Options,Admitted to Stock Futures,Admitted to CCASS,ETF / Fund Manager,Debt Securities Board Lot (Nominal),Debt Securities Investor Type,,,
68043,HT#AG BKRC2011A,Callable Bull/Bear Contracts,,"10,000",,HK0000548831,27/11/2020,,,,,,,Y,,,,,,
68046,HT#AG BKRP2010A,Callable Bull/Bear Contracts,,"10,000",,HK0000548856,21/10/2020,,,,,,,Y,,,,,,
68057,GS#TENCTRC1912L,Callable Bull/Bear Contracts,,"10,000",,,30/12/2019,,,,,,,Y,,,,,,
68064,HT#HSI  RP2002S,Callable Bull/Bear Contracts,,"10,000",,HK0000548898,27/02/2020,,,,,,,Y,,,,,,
68066,SG#HSI  RC2012N,Callable Bull/Bear Contracts,,"10,000",,,30/12/2020,,,,,,,Y,,,,,,
68068,HT#HSI  RP2004E,Callable Bull/Bear Contracts,,"10,000",,HK0000548906,28/04/2020,,,,,,,Y,,,,,,
68069,VT#SHK PRP2001A,Callable Bull/Bear Contracts,,"5,000",,CH0461056365,17/01/2020,,,,,,,Y,,,,,,
68072,HT#HSI  RP2003Q,Callable Bull/Bear Contracts,,"10,000",,HK0000548914,30/03/2020,,,,,,,Y,,,,,,
68076,HT#HSI  RP2003R,Callable Bull/Bear Contracts,,"10,000",,HK0000548922,30/03/2020,,,,,,,Y,,,,,,
68080,HT#HSI  RP2004F,Callable Bull/Bear Contracts,,"10,000",,HK0000548930,28/04/2020,,,,,,,Y,,,,,,
68081,HT#HSI  RP2004G,Callable Bull/Bear Contracts,,"10,000",,HK0000548948,28/04/2020,,,,,,,Y,,,,,,
68083,VT#AAC  RP2007B,Callable Bull/Bear Contracts,,"5,000",,CH0499844923,10/07/2020,,,,,,,Y,,,,,,
68085,VT#AAC  RP2010B,Callable Bull/Bear Contracts,,"5,000",,CH0499844931,16/10/2020,,,,,,,Y,,,,,,
68088,VT#AAC  RP2011A,Callable Bull/Bear Contracts,,"5,000",,CH0499844857,13/11/2020,,,,,,,Y,,,,,,
68094,SG#AAC  RP2010A,Callable Bull/Bear Contracts,,"5,000",,,30/10/2020,,,,,,,Y,,,,,,
68095,SG#AG BKRC2010A,Callable Bull/Bear Contracts,,"10,000",,,29/10/2020,,,,,,,Y,,,,,,
68100,SG#AG BKRP2010A,Callable Bull/Bear Contracts,,"10,000",,,29/10/2020,,,,,,,Y,,,,,,
68104,SG#SANDSRP2009A,Callable Bull/Bear Contracts,,"4,000",,,30/09/2020,,,,,,,Y,,,,,,
68105,SG#AG BKRC1912B,Callable Bull/Bear Contracts,,"10,000",,,30/12/2019,,,,,,,Y,,,,,,
68106,SG#SANDSRP2010A,Callable Bull/Bear Contracts,,"4,000",,,30/10/2020,,,,,,,Y,,,,,,
68116,SG#WHG  RC2011A,Callable Bull/Bear Contracts,,"5,000",,,27/11/2020,,,,,,,Y,,,,,,
68121,SG#HSCEIRP2005A,Callable Bull/Bear Contracts,,"10,000",,,28/05/2020,,,,,,,Y,,,,,,
68138,SG#HSI  RP2002K,Callable Bull/Bear Contracts,,"10,000",,,27/02/2020,,,,,,,Y,,,,,,
68139,SG#HSI  RP2003J,Callable Bull/Bear Contracts,,"10,000",,,30/03/2020,,,,,,,Y,,,,,,
68140,SG#HSI  RP2002S,Callable Bull/Bear Contracts,,"10,000",,,27/02/2020,,,,,,,Y,,,,,,
68144,SG#HSI  RP2002T,Callable Bull/Bear Contracts,,"10,000",,,27/02/2020,,,,,,,Y,,,,,,
68145,HT#HSI  RC1912J,Callable Bull/Bear Contracts,,"10,000",,HK0000454352,30/12/2019,,,,,,,Y,,,,,,
68147,SG#HSI  RP2002W,Callable Bull/Bear Contracts,,"10,000",,,27/02/2020,,,,,,,Y,,,,,,
68148,HT#HSI  RC2001E,Callable Bull/Bear Contracts,,"10,000",,HK0000454360,30/01/2020,,,,,,,Y,,,,,,
68151,SG#HSI  RP2002X,Callable Bull/Bear Contracts,,"10,000",,,27/02/2020,,,,,,,Y,,,,,,
68160,SG#HSI  RP2003K,Callable Bull/Bear Contracts,,"10,000",,,30/03/2020,,,,,,,Y,,,,,,
68161,SG#HSI  RP2004E,Callable Bull/Bear Contracts,,"10,000",,,28/04/2020,,,,,,,Y,,,,,,
68162,SG#HSI  RP2005S,Callable Bull/Bear Contracts,,"10,000",,,28/05/2020,,,,,,,Y,,,,,,
68179,CS#TENCTRC1912B,Callable Bull/Bear Contracts,,"1,000",,CH0457049523,13/12/2019,,,,,,,Y,,,,,,
68182,SG#HKEX RP2002Q,Callable Bull/Bear Contracts,,"10,000",,,28/02/2020,,,,,,,Y,,,,,,
68187,SG#HKEX RP2005A,Callable Bull/Bear Contracts,,"10,000",,,29/05/2020,,,,,,,Y,,,,,,
68197,SG#TENCTRP2004Z,Callable Bull/Bear Contracts,,"10,000",,,08/04/2020,,,,,,,Y,,,,,,
68198,SG#TENCTRP2004B,Callable Bull/Bear Contracts,,"10,000",,,15/04/2020,,,,,,,Y,,,,,,
68202,GS#HSI  RP2004J,Callable Bull/Bear Contracts,,"10,000",,,28/04/2020,,,,,,,Y,,,,,,
68206,GS#HSI  RP2003E,Callable Bull/Bear Contracts,,"10,000",,,30/03/2020,,,,,,,Y,,,,,,
68209,GS#HSI  RP2003K,Callable Bull/Bear Contracts,,"10,000",,,30/03/2020,,,,,,,Y,,,,,,
68210,GS#GEG  RC2005A,Callable Bull/Bear Contracts,,"10,000",,,29/05/2020,,,,,,,Y,,,,,,
68228,BP#HSI  RC1912F,Callable Bull/Bear Contracts,,"10,000",,NL0013099575,30/12/2019,,,,,,,Y,,,,,,
68230,BP#HSI  RC1912G,Callable Bull/Bear Contracts,,"10,000",,NL0013099583,30/12/2019,,,,,,,Y,,,,,,
68232,VT#CCB  RP2007A,Callable Bull/Bear Contracts,,"1,000",,CH0499847488,10/07/2020,,,,,,,Y,,,,,,
68233,BP#HSI  RC1912M,Callable Bull/Bear Contracts,,"10,000",,NL0013099591,30/12/2019,,,,,,,Y,,,,,,
68236,VT#SANDSRP2008A,Callable Bull/Bear Contracts,,"4,000",,CH0499847470,07/08/2020,,,,,,,Y,,,,,,
68239,VT#SANDSRP2010A,Callable Bull/Bear Contracts,,"4,000",,CH0499847520,23/10/2020,,,,,,,Y,,,,,,
68241,BP#HSI  RC1912R,Callable Bull/Bear Contracts,,"10,000",,NL0013099609,30/12/2019,,,,,,,Y,,,,,,
68257,HS#ICBC RP2004A,Callable Bull/Bear Contracts,,"10,000",,HK0000549003,20/04/2020,,,,,,,Y,,,,,,
68268,HS#GEELYRP2007A,Callable Bull/Bear Contracts,,"50,000",,HK0000549052,06/07/2020,,,,,,,Y,,,,,,
68269,HS#AAC  RC2007A,Callable Bull/Bear Contracts,,"50,000",,HK0000549060,20/07/2020,,,,,,,Y,,,,,,
68271,HS#WHG  RC2008A,Callable Bull/Bear Contracts,,"5,000",,HK0000549078,03/08/2020,,,,,,,Y,,,,,,
68272,MS#HSI  RP2005F,Callable Bull/Bear Contracts,,"10,000",,,28/05/2020,,,,,,,Y,,,,,,
68276,HS#BOCL RP1912A,Callable Bull/Bear Contracts,,"10,000",,HK0000508835,23/12/2019,,,,,,,Y,,,,,,
68289,MS#HSI  RP2007B,Callable Bull/Bear Contracts,,"10,000",,,30/07/2020,,,,,,,Y,,,,,,
68304,BI#HSI  RP2003Q,Callable Bull/Bear Contracts,,"10,000",,HK0000549094,30/03/2020,,,,,,,Y,,,,,,
68312,BI#AAC  RC2007A,Callable Bull/Bear Contracts,,"50,000",,HK0000549102,08/07/2020,,,,,,,Y,,,,,,
68325,BI#AAC  RC2012A,Callable Bull/Bear Contracts,,"50,000",,HK0000549110,30/12/2020,,,,,,,Y,,,,,,
68333,BI#SANDSRC2012A,Callable Bull/Bear Contracts,,"40,000",,HK0000549136,30/12/2020,,,,,,,Y,,,,,,
68346,UB#SANDSRC2009B,Callable Bull/Bear Contracts,,"4,000",,CH0509130479,28/09/2020,,,,,,,Y,,,,,,
68349,UB#AAC  RC2009A,Callable Bull/Bear Contracts,,"5,000",,CH0509130453,30/09/2020,,,,,,,Y,,,,,,
68351,UB#AAC  RC2009B,Callable Bull/Bear Contracts,,"5,000",,CH0509130495,28/09/2020,,,,,,,Y,,,,,,
68352,UB#HSI  RP2002U,Callable Bull/Bear Contracts,,"10,000",,CH0509130511,27/02/2020,,,,,,,Y,,,,,,
68353,UB#HSI  RP2002V,Callable Bull/Bear Contracts,,"10,000",,CH0509130529,27/02/2020,,,,,,,Y,,,,,,
68377,SG#HSI  RC2009D,Callable Bull/Bear Contracts,,"10,000",,,29/09/2020,,,,,,,Y,,,,,,
68381,SG#HSI  RC2010Y,Callable Bull/Bear Contracts,,"10,000",,,29/10/2020,,,,,,,Y,,,,,,
68382,SG#HSI  RC2010K,Callable Bull/Bear Contracts,,"10,000",,,29/10/2020,,,,,,,Y,,,,,,
68383,HT#HSI  RP2003S,Callable Bull/Bear Contracts,,"10,000",,HK0000549177,30/03/2020,,,,,,,Y,,,,,,
68384,SG#HSI  RC2012O,Callable Bull/Bear Contracts,,"10,000",,,30/12/2020,,,,,,,Y,,,,,,
68385,HT#HSI  RP2002A,Callable Bull/Bear Contracts,,"10,000",,HK0000549185,27/02/2020,,,,,,,Y,,,,,,
68390,HT#HSI  RP2002C,Callable Bull/Bear Contracts,,"10,000",,HK0000549193,27/02/2020,,,,,,,Y,,,,,,
68396,HT#HSI  RP2004H,Callable Bull/Bear Contracts,,"10,000",,HK0000549201,28/04/2020,,,,,,,Y,,,,,,
68401,SG#CMB  RC1912C,Callable Bull/Bear Contracts,,"5,000",,,30/12/2019,,,,,,,Y,,,,,,
68411,HT#HSI  RP2004I,Callable Bull/Bear Contracts,,"10,000",,HK0000549219,28/04/2020,,,,,,,Y,,,,,,
68417,HT#HSI  RP2004J,Callable Bull/Bear Contracts,,"10,000",,HK0000549227,28/04/2020,,,,,,,Y,,,,,,
68423,BP#HSI  RC1912L,Callable Bull/Bear Contracts,,"10,000",,NL0013099617,30/12/2019,,,,,,,Y,,,,,,
68427,BP#HSI  RC1912P,Callable Bull/Bear Contracts,,"10,000",,NL0013099625,30/12/2019,,,,,,,Y,,,,,,
68433,HT#GEG  RC2002A,Callable Bull/Bear Contracts,,"100,000",,HK0000508892,26/02/2020,,,,,,,Y,,,,,,
68440,HT#SANDSRC2008A,Callable Bull/Bear Contracts,,"40,000",,HK0000549235,28/08/2020,,,,,,,Y,,,,,,
68444,BP#HSI  RC1912O,Callable Bull/Bear Contracts,,"10,000",,NL0013099633,30/12/2019,,,,,,,Y,,,,,,
68445,BP#HSI  RC1912T,Callable Bull/Bear Contracts,,"10,000",,NL0013099641,30/12/2019,,,,,,,Y,,,,,,
68446,HT#HSBC RP2004A,Callable Bull/Bear Contracts,,"40,000",,HK0000549250,20/04/2020,,,,,,,Y,,,,,,
68449,BP#HSI  RC1912U,Callable Bull/Bear Contracts,,"10,000",,NL0013099658,30/12/2019,,,,,,,Y,,,,,,
68450,BP#HSI  RC1912J,Callable Bull/Bear Contracts,,"10,000",,NL0013099666,30/12/2019,,,,,,,Y,,,,,,
68451,HT#AAC  RP2009A,Callable Bull/Bear Contracts,,"50,000",,HK0000549276,04/09/2020,,,,,,,Y,,,,,,
68454,BP#HSI  RC1912C,Callable Bull/Bear Contracts,,"10,000",,NL0013099674,30/12/2019,,,,,,,Y,,,,,,
68456,BP#HSI  RC1912B,Callable Bull/Bear Contracts,,"10,000",,NL0013099682,30/12/2019,,,,,,,Y,,,,,,
68457,HT#SANDSRP2009A,Callable Bull/Bear Contracts,,"40,000",,HK0000549284,29/09/2020,,,,,,,Y,,,,,,
68459,HT#WHG  RP2009A,Callable Bull/Bear Contracts,,"5,000",,HK0000549292,10/09/2020,,,,,,,Y,,,,,,
68461,JP#HSI  RC2009B,Callable Bull/Bear Contracts,,"10,000",,NL0013107840,29/09/2020,,,,,,,Y,,,,,,
68463,HT#CMB  RP2007A,Callable Bull/Bear Contracts,,"50,000",,HK0000549300,06/07/2020,,,,,,,Y,,,,,,
68473,CS#AG BKRC2009A,Callable Bull/Bear Contracts,,"10,000",,CH0501209990,29/09/2020,,,,,,,Y,,,,,,
68474,JP#HSI  RC2010A,Callable Bull/Bear Contracts,,"10,000",,NL0013107824,29/10/2020,,,,,,,Y,,,,,,
68475,CS#AAC  RP2010A,Callable Bull/Bear Contracts,,"5,000",,CH0501210006,29/10/2020,,,,,,,Y,,,,,,
68476,CS#HSI  RP2006B,Callable Bull/Bear Contracts,,"10,000",,CH0501210014,29/06/2020,,,,,,,Y,,,,,,
68480,CS#HSI  RP2002J,Callable Bull/Bear Contracts,,"10,000",,CH0501210022,27/02/2020,,,,,,,Y,,,,,,
68495,BP#HSI  RP2004G,Callable Bull/Bear Contracts,,"10,000",,NL0014024283,28/04/2020,,,,,,,Y,,,,,,
68498,CS#A CMTRC1912A,Callable Bull/Bear Contracts,,"5,000",,CH0457052907,20/12/2019,,,,,,,Y,,,,,,
68511,JP#HSI  RP2002R,Callable Bull/Bear Contracts,,"10,000",,NL0013906241,27/02/2020,,,,,,,Y,,,,,,
68512,JP#HSI  RP2002S,Callable Bull/Bear Contracts,,"10,000",,NL0013906258,27/02/2020,,,,,,,Y,,,,,,
68515,CS#CCB  RP1912A,Callable Bull/Bear Contracts,,"10,000",,CH0457052964,20/12/2019,,,,,,,Y,,,,,,
68519,CS#ICBC RP1912A,Callable Bull/Bear Contracts,,"10,000",,CH0457052972,20/12/2019,,,,,,,Y,,,,,,
68528,SG#C MOBRP1912A,Callable Bull/Bear Contracts,,"5,000",,,30/12/2019,,,,,,,Y,,,,,,
68539,CS#BOCL RP1912A,Callable Bull/Bear Contracts,,"10,000",,CH0457052980,20/12/2019,,,,,,,Y,,,,,,
68545,JP#HSI  RC2009P,Callable Bull/Bear Contracts,,"10,000",,NL0013107915,29/09/2020,,,,,,,Y,,,,,,
68548,JP#HSI  RC2010Y,Callable Bull/Bear Contracts,,"10,000",,NL0013107881,29/10/2020,,,,,,,Y,,,,,,
68549,SG#AIA  RP2007A,Callable Bull/Bear Contracts,,"2,000",,,24/07/2020,,,,,,,Y,,,,,,
68551,JP#HSI  RC2011O,Callable Bull/Bear Contracts,,"10,000",,NL0013107907,27/11/2020,,,,,,,Y,,,,,,
68553,SG#GEELYRP1912A,Callable Bull/Bear Contracts,,"5,000",,,30/12/2019,,,,,,,Y,,,,,,
68554,JP#HSI  RC2012Q,Callable Bull/Bear Contracts,,"10,000",,NL0013107931,30/12/2020,,,,,,,Y,,,,,,
68556,CS#HSI  RC2009T,Callable Bull/Bear Contracts,,"10,000",,CH0442513708,29/09/2020,,,,,,,Y,,,,,,
68564,CS#HSI  RC2012P,Callable Bull/Bear Contracts,,"10,000",,CH0442513716,30/12/2020,,,,,,,Y,,,,,,
68565,CS#HSI  RC2010R,Callable Bull/Bear Contracts,,"10,000",,CH0442513567,29/10/2020,,,,,,,Y,,,,,,
68566,CS#HSI  RC2005B,Callable Bull/Bear Contracts,,"10,000",,CH0442513559,28/05/2020,,,,,,,Y,,,,,,
68567,SG#HSI  RP2002A,Callable Bull/Bear Contracts,,"10,000",,,27/02/2020,,,,,,,Y,,,,,,
68568,SG#HSI  RP2002Z,Callable Bull/Bear Contracts,,"10,000",,,27/02/2020,,,,,,,Y,,,,,,
68573,CS#HSI  RC2012Q,Callable Bull/Bear Contracts,,"10,000",,CH0442513542,30/12/2020,,,,,,,Y,,,,,,
68575,CS#HSI  RC2008Y,Callable Bull/Bear Contracts,,"10,000",,CH0442513534,28/08/2020,,,,,,,Y,,,,,,
68576,SG#HSI  RP2003E,Callable Bull/Bear Contracts,,"10,000",,,30/03/2020,,,,,,,Y,,,,,,
68581,SG#AAC  RP2011A,Callable Bull/Bear Contracts,,"5,000",,,30/11/2020,,,,,,,Y,,,,,,
68584,SG#SANDSRC2008A,Callable Bull/Bear Contracts,,"4,000",,,31/08/2020,,,,,,,Y,,,,,,
68587,GS#HSI  RP2003V,Callable Bull/Bear Contracts,,"10,000",,,30/03/2020,,,,,,,Y,,,,,,
68589,SG#CSA50RC2002E,Callable Bull/Bear Contracts,,"2,000",,,27/02/2020,,,,,,,Y,,,,,,
68603,CS#HSI  RC2009E,Callable Bull/Bear Contracts,,"10,000",,CH0442513575,29/09/2020,,,,,,,Y,,,,,,
68614,SG#CMB  RC1912D,Callable Bull/Bear Contracts,,"5,000",,,30/12/2019,,,,,,,Y,,,,,,
68649,UB#HSI  RC2009C,Callable Bull/Bear Contracts,,"10,000",,CH0441264733,29/09/2020,,,,,,,Y,,,,,,
68655,UB#HSI  RC2010I,Callable Bull/Bear Contracts,,"10,000",,CH0441264766,29/10/2020,,,,,,,Y,,,,,,
68657,UB#HSI  RC1912M,Callable Bull/Bear Contracts,,"10,000",,CH0441264790,30/12/2019,,,,,,,Y,,,,,,
68663,GS#HKEX RP1912C,Callable Bull/Bear Contracts,,"10,000",,,30/12/2019,,,,,,,Y,,,,,,
68666,UB#HSI  RC2010Q,Callable Bull/Bear Contracts,,"10,000",,CH0441270995,29/10/2020,,,,,,,Y,,,,,,
68678,UB#HSI  RC2010C,Callable Bull/Bear Contracts,,"10,000",,CH0441271050,29/10/2020,,,,,,,Y,,,,,,
68680,UB#HSI  RC2009D,Callable Bull/Bear Contracts,,"10,000",,CH0441271092,29/09/2020,,,,,,,Y,,,,,,
68681,UB#HSI  RC2012E,Callable Bull/Bear Contracts,,"10,000",,CH0441264881,30/12/2020,,,,,,,Y,,,,,,
68686,SG#TENCTRP1912Y,Callable Bull/Bear Contracts,,"10,000",,,30/12/2019,,,,,,,Y,,,,,,
68687,HS#CSPC RC2006A,Callable Bull/Bear Contracts,,"100,000",,HK0000549433,22/06/2020,,,,,,,Y,,,,,,
68691,HS#S BPHRC2004A,Callable Bull/Bear Contracts,,"10,000",,HK0000549458,24/04/2020,,,,,,,Y,,,,,,
68734,MS#HSI  RP2003J,Callable Bull/Bear Contracts,,"10,000",,,30/03/2020,,,,,,,Y,,,,,,
68743,MS#HSI  RP2004M,Callable Bull/Bear Contracts,,"10,000",,,28/04/2020,,,,,,,Y,,,,,,
68744,GS#HSI  RC2012R,Callable Bull/Bear Contracts,,"10,000",,,30/12/2020,,,,,,,Y,,,,,,
68753,BI#HSI  RP2003T,Callable Bull/Bear Contracts,,"10,000",,HK0000549557,30/03/2020,,,,,,,Y,,,,,,
68766,CS#GEG  RP1912B,Callable Bull/Bear Contracts,,"10,000",,CH0462566321,13/12/2019,,,,,,,Y,,,,,,
68776,SG#XIAMIRC1912A,Callable Bull/Bear Contracts,,"2,000",,,30/12/2019,,,,,,,Y,,,,,,
68778,CS#HKEX RP1912D,Callable Bull/Bear Contracts,,"1,000",,CH0462566347,13/12/2019,,,,,,,Y,,,,,,
68780,UB#HSCEIRC2010B,Callable Bull/Bear Contracts,,"10,000",,CH0441264931,29/10/2020,,,,,,,Y,,,,,,
68781,UB#HSCEIRC2012A,Callable Bull/Bear Contracts,,"10,000",,CH0441264956,30/12/2020,,,,,,,Y,,,,,,
68782,CS#HKEX RP1912E,Callable Bull/Bear Contracts,,"1,000",,CH0462566354,20/12/2019,,,,,,,Y,,,,,,
68784,EA#C GDNRC1912B,Callable Bull/Bear Contracts,,"10,000",,HK0000480241,24/12/2019,,,,,,,Y,,,,,,
68786,SG#AMCS3RC2002B,Callable Bull/Bear Contracts,,"2,000",,,27/02/2020,,,,,,,Y,,,,,,
68787,BP#HSI  RP2004J,Callable Bull/Bear Contracts,,"10,000",,NL0014024374,28/04/2020,,,,,,,Y,,,,,,
68792,SG#AIA  RC1912A,Callable Bull/Bear Contracts,,"2,000",,,30/12/2019,,,,,,,Y,,,,,,
68794,BP#HSI  RP2004K,Callable Bull/Bear Contracts,,"10,000",,NL0014024382,28/04/2020,,,,,,,Y,,,,,,
68797,CS#CLIFERP1912A,Callable Bull/Bear Contracts,,"1,000",,CH0462566388,06/12/2019,,,,,,,Y,,,,,,
68801,BP#HSI  RP2004L,Callable Bull/Bear Contracts,,"10,000",,NL0014024390,28/04/2020,,,,,,,Y,,,,,,
68813,HS#HSI  RC2003I,Callable Bull/Bear Contracts,,"10,000",,HK0000458163,30/03/2020,,,,,,,Y,,,,,,
68814,HS#HSI  RC2003J,Callable Bull/Bear Contracts,,"10,000",,HK0000458171,30/03/2020,,,,,,,Y,,,,,,
68820,JP#HSI  RP2003G,Callable Bull/Bear Contracts,,"10,000",,NL0013906530,30/03/2020,,,,,,,Y,,,,,,
68823,JP#HSI  RP2003I,Callable Bull/Bear Contracts,,"10,000",,NL0013906548,30/03/2020,,,,,,,Y,,,,,,
68824,HS#HSI  RP1912C,Callable Bull/Bear Contracts,,"10,000",,HK0000480324,30/12/2019,,,,,,,Y,,,,,,
68832,JP#HSI  RP2003J,Callable Bull/Bear Contracts,,"10,000",,NL0013906563,30/03/2020,,,,,,,Y,,,,,,
68857,UB#HSI  RP2002X,Callable Bull/Bear Contracts,,"10,000",,CH0509137003,27/02/2020,,,,,,,Y,,,,,,
68864,UB#HSI  RP2002Y,Callable Bull/Bear Contracts,,"10,000",,CH0509137011,27/02/2020,,,,,,,Y,,,,,,
68876,HT#HSI  RP2002G,Callable Bull/Bear Contracts,,"10,000",,HK0000549615,27/02/2020,,,,,,,Y,,,,,,
68896,SG#PINANRC1912O,Callable Bull/Bear Contracts,,"5,000",,,31/12/2019,,,,,,,Y,,,,,,
68898,HT#HSI  RP2003T,Callable Bull/Bear Contracts,,"10,000",,HK0000549631,30/03/2020,,,,,,,Y,,,,,,
68903,HT#LINK RC2005A,Callable Bull/Bear Contracts,,"50,000",,HK0000549649,11/05/2020,,,,,,,Y,,,,,,
68915,HT#PINANRP2003H,Callable Bull/Bear Contracts,,"50,000",,HK0000549698,02/03/2020,,,,,,,Y,,,,,,
68917,SG#HSI  RC2011F,Callable Bull/Bear Contracts,,"10,000",,,27/11/2020,,,,,,,Y,,,,,,
68918,SG#HSI  RC2011G,Callable Bull/Bear Contracts,,"10,000",,,27/11/2020,,,,,,,Y,,,,,,
68920,SG#HSI  RC2011H,Callable Bull/Bear Contracts,,"10,000",,,27/11/2020,,,,,,,Y,,,,,,
68921,SG#HSI  RC2011J,Callable Bull/Bear Contracts,,"10,000",,,27/11/2020,,,,,,,Y,,,,,,
68927,SG#HSI  RC2012G,Callable Bull/Bear Contracts,,"10,000",,,30/12/2020,,,,,,,Y,,,,,,
68928,UB#S BPHRC1912A,Callable Bull/Bear Contracts,,"10,000",,CH0460926436,30/12/2019,,,,,,,Y,,,,,,
68934,SG#HSI  RC2012J,Callable Bull/Bear Contracts,,"10,000",,,30/12/2020,,,,,,,Y,,,,,,
68935,SG#HSI  RC2012F,Callable Bull/Bear Contracts,,"10,000",,,30/12/2020,,,,,,,Y,,,,,,
68939,SG#HSI  RC2012H,Callable Bull/Bear Contracts,,"10,000",,,30/12/2020,,,,,,,Y,,,,,,
68940,SG#XIAMIRC1912C,Callable Bull/Bear Contracts,,"2,000",,,31/12/2019,,,,,,,Y,,,,,,
68941,HS#FTA50RC2001A,Callable Bull/Bear Contracts,,"1,000",,HK0000338506,13/01/2020,,,,,,,Y,,,,,,
68942,CS#TENCTRP2001E,Callable Bull/Bear Contracts,,"5,000",,CH0475708217,22/01/2020,,,,,,,Y,,,,,,
68948,UB#C GDNRC1912A,Callable Bull/Bear Contracts,,"10,000",,CH0460926550,30/12/2019,,,,,,,Y,,,,,,
68949,HS#HSI  RC1912S,Callable Bull/Bear Contracts,,"10,000",,HK0000430188,30/12/2019,,,,,,,Y,,,,,,
68967,HS#HSCEIRP1912B,Callable Bull/Bear Contracts,,"10,000",,HK0000486065,30/12/2019,,,,,,,Y,,,,,,
68972,HS#HSI  RP1912J,Callable Bull/Bear Contracts,,"10,000",,HK0000486073,30/12/2019,,,,,,,Y,,,,,,
68981,EA#PINANRP1912A,Callable Bull/Bear Contracts,,"50,000",,HK0000512290,20/12/2019,,,,,,,Y,,,,,,
68982,UB#AAC  RP1912A,Callable Bull/Bear Contracts,,"5,000",,CH0460926493,30/12/2019,,,,,,,Y,,,,,,
68986,EA#PINANRC1912A,Callable Bull/Bear Contracts,,"50,000",,HK0000512308,20/12/2019,,,,,,,Y,,,,,,
68990,CS#CSPC RP2004B,Callable Bull/Bear Contracts,,"10,000",,CH0501210154,28/04/2020,,,,,,,Y,,,,,,
68994,CS#HSI  RP1912C,Callable Bull/Bear Contracts,,"10,000",,CH0475708159,30/12/2019,,,,,,,Y,,,,,,
68998,SG#PINANRC1912B,Callable Bull/Bear Contracts,,"5,000",,,30/12/2019,,,,,,,Y,,,,,,
69004,UB#CPIC RC2002A,Callable Bull/Bear Contracts,,"20,000",,CH0460926535,24/02/2020,,,,,,,Y,,,,,,
69006,UB#CPIC RP1912A,Callable Bull/Bear Contracts,,"20,000",,CH0460926329,30/12/2019,,,,,,,Y,,,,,,
69021,CS#HSI  RP2003V,Callable Bull/Bear Contracts,,"10,000",,CH0501210220,30/03/2020,,,,,,,Y,,,,,,
69028,UB#HSI  RC2011B,Callable Bull/Bear Contracts,,"10,000",,CH0443857740,27/11/2020,,,,,,,Y,,,,,,
69031,UB#HSI  RC2011E,Callable Bull/Bear Contracts,,"10,000",,CH0443857799,27/11/2020,,,,,,,Y,,,,,,
69032,UB#HSI  RC2012K,Callable Bull/Bear Contracts,,"10,000",,CH0443857831,30/12/2020,,,,,,,Y,,,,,,
69035,CS#HSI  RP2002E,Callable Bull/Bear Contracts,,"10,000",,CH0501210238,27/02/2020,,,,,,,Y,,,,,,
69036,JP#HSI  RC2010B,Callable Bull/Bear Contracts,,"10,000",,NL0013107956,29/10/2020,,,,,,,Y,,,,,,
69047,SG#HSI  RC2007A,Callable Bull/Bear Contracts,,"10,000",,,30/07/2020,,,,,,,Y,,,,,,
69052,SG#HSI  RC2007B,Callable Bull/Bear Contracts,,"10,000",,,30/07/2020,,,,,,,Y,,,,,,
69058,SG#HSI  RC2008E,Callable Bull/Bear Contracts,,"10,000",,,28/08/2020,,,,,,,Y,,,,,,
69066,SG#HSI  RC2009N,Callable Bull/Bear Contracts,,"10,000",,,29/09/2020,,,,,,,Y,,,,,,
69069,SG#HSI  RC2009H,Callable Bull/Bear Contracts,,"10,000",,,29/09/2020,,,,,,,Y,,,,,,
69074,SG#HSI  RC2009L,Callable Bull/Bear Contracts,,"10,000",,,29/09/2020,,,,,,,Y,,,,,,
69079,SG#HSI  RC2009R,Callable Bull/Bear Contracts,,"10,000",,,29/09/2020,,,,,,,Y,,,,,,
69081,SG#HSI  RP2003F,Callable Bull/Bear Contracts,,"10,000",,,30/03/2020,,,,,,,Y,,,,,,
69084,SG#HSI  RC2009S,Callable Bull/Bear Contracts,,"10,000",,,29/09/2020,,,,,,,Y,,,,,,
69086,SG#HSI  RP2004G,Callable Bull/Bear Contracts,,"10,000",,,28/04/2020,,,,,,,Y,,,,,,
69087,SG#HSI  RP2004P,Callable Bull/Bear Contracts,,"10,000",,,28/04/2020,,,,,,,Y,,,,,,
69089,JP#HSI  RC2011V,Callable Bull/Bear Contracts,,"10,000",,NL0013107964,27/11/2020,,,,,,,Y,,,,,,
69092,SG#CSPC RP2004A,Callable Bull/Bear Contracts,,"2,000",,,29/04/2020,,,,,,,Y,,,,,,
69102,SG#HSI  RC2011Y,Callable Bull/Bear Contracts,,"10,000",,,27/11/2020,,,,,,,Y,,,,,,
69109,SG#HSI  RP2005U,Callable Bull/Bear Contracts,,"10,000",,,28/05/2020,,,,,,,Y,,,,,,
